_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
131655426#5,1108.93,1.17,1.55,6.62,6.62,2.50,0.00,60.01,13.03,5,4,711,712,0,0,
131655426#6,1655.85,1.90,2.32,6.24,6.24,2.58,0.00,110.39,12.54,2,4,712,710,0,0,
131655426#7,1216.26,1.35,1.74,6.56,6.56,2.53,0.00,107.81,12.56,4,2,696,698,0,0,
131655426#8,6167.62,8.42,8.80,5.06,5.06,2.42,0.00,280.57,13.16,3,8,698,693,0,0,
131655426#9,733.71,0.67,1.05,7.68,7.68,2.45,0.00,41.63,13.00,7,4,693,696,0,0,
131655427#1,1617.48,8.89,9.70,1.56,1.56,0.73,47.00,389.04,10.24,1,4,166,163,0,0,
131655428#0,15.19,0.03,0.72,6.90,6.90,0.13,0.00,7.16,7.25,0,4,22,18,0,0,
131655428#1,159.74,8.18,8.89,0.17,0.17,0.08,0.00,33.32,10.31,0,7,18,11,0,0,
131753599#0,254.46,3.25,3.67,0.78,0.78,0.33,0.00,78.56,9.48,2,9,68,61,0,0,
131753599#1,584.09,8.64,9.01,0.47,0.47,0.23,0.00,30.82,13.04,4,3,61,62,0,0,
131753599#3,741.55,9.76,10.51,0.61,0.61,0.29,3.00,115.90,10.98,9,8,62,63,0,0,
131753652#0,802.96,5.54,5.92,1.24,1.24,0.56,0.00,168.26,10.80,4,3,132,133,0,0,
131753652#1,520.79,3.49,3.86,1.04,1.04,0.47,0.00,22.73,13.07,2,5,133,130,0,0,
131753652#2,887.89,5.87,6.64,1.31,1.31,0.60,15.00,183.02,10.02,4,7,130,127,0,0,
131753654#0,552.14,5.59,5.97,0.82,0.82,0.38,0.00,112.01,11.03,7,3,86,90,0,0,
131753654#1,201.41,1.65,2.18,0.95,0.95,0.38,0.00,30.32,11.09,3,5,90,88,0,0,
131753654#2,147.35,1.14,1.55,1.05,1.05,0.38,0.00,24.41,11.45,2,5,94,91,0,0,
131753654#3,648.25,5.99,6.79,0.98,0.98,0.45,7.00,155.43,9.55,5,5,91,91,0,0,
131754373#0,1107.63,4.43,4.83,2.20,1.10,0.49,0.00,262.81,10.49,5,2,225,228,61,61,
131754373#1,730.93,2.86,3.25,1.80,0.90,0.40,0.00,43.92,12.93,5,4,221,222,15,15,
131754373#3,1320.11,5.16,5.58,1.82,0.91,0.42,0.00,90.22,12.68,5,4,232,233,5,5,
131755014#0,63.84,16.06,16.68,0.05,0.05,0.03,0.00,10.04,7.04,4,0,0,4,0,0,
131755014#1,55.18,3.14,4.05,0.37,0.37,0.15,4.00,24.37,4.59,5,0,10,15,0,0,
131755014#2,1765.45,11.47,12.18,1.87,1.87,0.88,10.00,174.77,7.45,2,2,143,143,0,0,
131755014#3,3232.64,9.54,10.24,4.09,4.09,1.91,0.00,310.31,7.50,3,3,313,313,0,0,
131755014#4,3447.57,7.75,8.46,5.46,5.46,2.52,0.00,382.42,7.37,4,8,404,400,0,0,
131755014#5,4061.89,8.90,9.93,8.03,8.03,3.70,762.00,1505.16,5.14,8,1,402,409,0,0,
131755114#0,2066.11,16.28,16.99,1.50,1.50,0.72,0.00,160.02,7.64,9,3,113,119,0,0,
131755114#1,1232.40,8.64,9.43,1.74,1.74,0.80,0.00,113.83,7.37,3,3,128,128,0,0,
131838401#0,889.52,7.81,8.51,1.38,1.38,0.64,0.00,96.97,7.46,4,7,101,98,0,0,
131838401#1,1515.55,9.91,10.71,1.90,1.90,0.89,21.00,186.90,7.25,7,3,135,139,0,0,
131838428#1,50.49,6.87,7.23,0.05,0.05,0.02,0.00,4.50,13.04,0,2,7,5,0,0,
131838428#2,59.24,11.53,11.89,0.03,0.03,0.02,0.00,0.79,13.93,0,5,5,0,0,0,
131838565#0,2816.52,6.06,6.44,3.69,3.69,1.70,2.00,477.38,11.54,7,2,431,436,0,0,
131838565#1,4028.73,8.80,9.18,3.10,3.10,1.49,0.00,138.05,13.42,3,0,436,439,0,0,
131838565#10,2066.17,6.98,7.36,2.00,2.00,0.95,0.00,72.57,13.47,2,7,279,274,0,0,
131838565#11,313.38,0.75,1.14,2.90,2.90,0.96,0.00,18.43,13.05,3,3,274,274,0,0,
131838565#12,1832.04,6.27,6.67,1.99,1.99,0.94,0.00,77.64,13.30,4,7,271,268,0,0,
131838565#13,620.04,1.93,2.33,2.27,2.27,0.95,0.00,46.01,12.83,5,3,262,264,0,0,
131838565#14,684.34,2.10,2.58,2.43,2.43,1.02,0.00,80.17,11.85,6,5,260,261,0,0,
131838565#2,1390.67,2.71,3.17,3.65,3.65,1.58,0.00,121.68,12.50,4,3,435,436,0,0,
131838565#3,1864.60,4.52,4.93,2.86,2.86,1.32,4.00,113.73,13.04,5,3,374,376,0,0,
131838565#4,1441.59,3.46,3.88,2.91,2.91,1.31,0.00,94.41,12.87,4,9,368,363,0,0,
131838565#5,517.03,1.06,1.46,3.59,3.59,1.31,0.00,48.17,12.41,6,6,350,350,0,0,
131838565#6,1330.34,3.52,3.91,2.61,2.61,1.18,0.00,71.31,13.15,4,4,337,337,0,0,
131838565#8,894.71,2.32,2.69,2.64,2.64,1.14,0.00,41.31,13.31,4,5,329,328,0,0,
131838565#9,875.49,2.19,2.65,2.90,2.90,1.22,0.00,87.00,12.25,3,5,328,326,0,0,
131838566#0,1353.57,4.80,5.18,2.44,2.44,1.09,0.00,299.26,10.71,3,5,259,257,0,0,
131838566#2,1981.15,7.12,7.49,1.92,1.92,0.91,0.00,81.29,13.20,8,4,257,261,0,0,
131838566#3,459.51,1.35,1.73,2.39,2.39,0.94,0.00,26.62,12.98,6,6,261,261,0,0,
131838566#4,766.09,2.49,2.87,2.17,2.17,0.94,0.00,46.77,12.94,7,2,261,266,0,0,
131838566#5,1120.12,3.76,4.13,2.07,2.07,0.94,0.00,54.33,13.12,6,4,266,268,0,0,
131838566#6,844.17,2.72,3.10,2.15,2.15,0.95,0.00,41.16,13.10,5,7,268,266,0,0,
131838566#7,1827.72,6.35,6.73,1.98,1.98,0.93,0.00,73.44,13.24,4,7,268,265,0,0,
131838567,831.89,10.48,11.41,0.71,0.71,0.33,24.00,211.19,9.84,2,2,71,71,0,0,
131838568#0,1174.01,6.32,6.70,1.89,1.89,0.84,0.00,387.55,9.17,8,5,168,171,0,0,
131838568#1,1241.08,6.28,6.73,1.44,1.44,0.68,0.00,103.47,12.37,11,5,174,180,0,0,
131838568#2,336.49,1.39,1.82,2.08,2.08,0.78,0.00,72.42,10.82,3,8,183,178,0,0,
131838568#4,1015.91,4.55,5.36,2.34,2.34,1.04,30.00,335.20,8.30,4,7,186,183,0,0,
131838577#2,180.29,10.62,11.34,0.20,0.20,0.10,0.00,14.97,7.50,0,5,16,11,0,0,
131841393#0,351.66,58.64,59.02,0.04,0.04,0.02,0.00,26.49,12.43,6,0,0,6,0,0,
131841393#1,53.08,2.85,3.31,0.22,0.22,0.09,0.00,20.67,8.12,5,0,12,17,0,0,
131841393#10,983.53,1.45,1.97,7.97,7.97,2.92,73.00,394.86,8.22,3,4,497,496,0,0,
131841393#11,5411.57,10.39,10.76,3.71,3.71,1.78,0.00,382.53,12.77,7,5,496,498,0,0,
131841393#12,4621.21,7.33,7.71,4.43,4.43,2.10,0.00,275.19,12.95,4,5,596,595,0,0,
131841393#13,3899.45,6.12,6.51,4.39,4.39,2.07,0.00,173.58,13.16,4,4,595,595,0,0,
131841393#2,1099.16,5.78,6.15,1.50,1.50,0.69,0.00,161.80,11.64,4,3,175,176,0,0,
131841393#4,203.35,0.63,1.02,2.38,2.38,0.73,0.00,17.58,12.49,3,3,197,197,0,0,
131841393#5,836.24,3.83,4.21,1.53,1.53,0.69,0.00,40.47,13.01,2,8,197,191,0,0,
131841393#6,384.74,1.62,2.00,1.65,1.65,0.67,0.00,15.56,13.12,2,4,191,189,0,0,
131841393#8,884.48,3.59,3.96,1.75,1.75,0.79,0.00,53.50,12.88,7,8,217,216,0,0,
131841393#9,1251.08,5.27,5.70,1.67,1.67,0.78,2.00,73.49,12.84,4,6,216,214,0,0,
131841602,1915.00,2.39,3.16,9.51,4.75,1.94,87.00,746.69,7.37,3,4,603,602,323,323,
131849148,2339.02,2.01,2.87,16.08,16.08,5.94,19.00,836.28,6.36,5,4,813,814,0,0,
131849151,1299.96,1.13,1.54,9.42,9.42,3.35,0.00,229.37,11.38,2,8,842,836,0,0,
131849152#0,1739.31,1.70,2.07,7.22,7.22,2.95,0.00,109.81,12.96,7,7,833,833,0,0,
131849152#2,2951.25,3.09,3.54,6.74,6.74,2.98,0.00,249.61,12.67,2,3,833,832,0,0,
131849152#3,2722.65,2.23,3.26,12.50,12.50,4.73,124.00,948.16,7.60,3,3,832,832,0,0,
131876456#0,193.66,3.74,4.47,0.77,0.77,0.33,0.00,43.60,6.25,10,10,36,36,0,0,
131876456#1,327.14,19.85,20.75,0.21,0.21,0.10,0.00,33.57,7.18,6,2,10,14,0,0,
131876456#2,114.74,4.12,4.98,0.49,0.49,0.21,0.00,34.16,5.28,12,8,14,18,0,0,
131876457#0,1003.28,8.50,9.25,1.49,1.49,0.69,2.00,137.44,7.14,6,2,103,107,0,0,
131876457#1,1099.80,13.12,13.81,0.99,0.99,0.47,0.00,87.34,7.68,6,4,74,76,0,0,
131876457#2,384.87,6.95,7.67,0.70,0.70,0.32,2.00,51.16,7.19,7,6,44,45,0,0,
131876457#3,680.52,11.88,12.68,0.69,0.69,0.33,0.00,54.85,7.50,4,5,50,49,0,0,
131876457#4,347.79,3.94,4.65,1.24,1.24,0.53,0.00,71.35,6.57,6,4,70,72,0,0,
131876457#5,1187.28,14.83,15.68,0.97,0.97,0.46,13.00,128.49,7.38,4,6,72,70,0,0,
131876459#0,172.01,6.56,7.22,0.31,0.31,0.14,0.00,13.56,7.67,0,7,24,17,0,0,
131876459#1,230.40,13.01,13.73,0.21,0.21,0.10,0.00,13.69,7.76,0,9,17,8,0,0,
131876459#2,1.73,0.10,0.77,0.21,0.21,0.01,0.00,0.11,7.49,0,4,4,0,0,0,
131876460#0,195.01,4.11,4.83,0.63,0.63,0.27,0.00,33.18,6.90,2,8,39,33,0,0,
131876460#1,72.95,2.77,3.51,0.38,0.38,0.16,0.00,14.60,6.43,4,5,18,17,0,0,
131876460#2,233.79,18.98,19.74,0.15,0.15,0.07,0.00,18.69,7.64,4,4,8,8,0,0,
131876897#0,122.14,14.59,15.35,0.10,0.10,0.05,0.00,9.44,7.49,0,2,8,6,0,0,
131876897#1,124.89,30.62,31.22,0.04,0.04,0.02,0.00,2.54,8.38,0,4,4,0,0,0,
131881078#1,8031.66,9.25,10.20,8.65,8.65,4.02,354.00,2497.83,8.77,5,4,783,784,0,0,
137575290,22.12,5.29,5.68,0.04,0.04,0.02,0.00,4.80,10.87,0,4,4,0,0,0,
138505352,429.81,1.56,1.97,2.03,0.51,0.20,0.00,41.02,12.29,4,5,215,214,12,12,
138505355,896.29,3.22,4.11,4.09,2.05,0.87,124.00,459.12,6.07,2,5,217,214,78,78,
141134406#0,15.78,0.39,1.54,0.53,0.53,0.10,0.00,6.42,5.00,4,6,9,7,0,0,
141134406#1,61.57,4.20,4.91,0.18,0.18,0.08,0.00,9.40,7.29,3,4,10,9,0,0,
141134411,14.97,2.04,2.69,0.09,0.09,0.03,0.00,1.17,7.71,0,6,6,0,0,0,
143231128#0,208.38,1.85,2.60,1.74,1.74,0.64,3.00,54.99,6.12,8,8,76,76,0,0,
143231128#1,42.91,0.82,1.84,0.81,0.81,0.21,0.00,12.90,5.33,6,7,21,20,0,0,
143231128#2,90.55,3.59,4.59,0.38,0.38,0.16,0.00,20.90,5.85,5,4,16,17,0,0,
143231128#3,21.62,0.04,1.23,9.83,9.83,0.19,0.00,8.45,4.24,4,6,17,15,0,0,
146581704#0,14.66,3.70,4.17,0.11,0.11,0.05,0.00,10.68,4.11,5,0,0,5,0,0,
146581704#1,130.43,5.83,6.93,0.22,0.22,0.10,0.00,49.01,8.55,2,0,17,19,0,0,
146581704#2,118.46,4.55,5.72,0.36,0.36,0.14,6.00,64.97,6.17,2,0,19,21,0,0,
146581704#3,36.78,0.33,1.28,16.72,16.72,0.30,6.00,24.06,4.06,8,0,21,29,0,0,
146581705,111.46,9.32,10.00,0.15,0.15,0.07,0.00,48.69,7.13,12,0,0,12,0,0,
150609960#1,75.59,10.32,10.97,0.09,0.09,0.04,0.00,4.26,7.70,0,7,7,0,0,0,
151310489#0,74.81,12.61,13.26,0.08,0.08,0.04,0.00,14.41,6.46,6,0,0,6,0,0,
151310489#1,5.81,1.54,2.13,0.04,0.04,0.02,0.00,0.28,8.36,0,3,3,0,0,0,
151310493,0.00,,,,,,,,,0,0,0,0,0,0,
151310495,0.00,,,,,,,,,0,0,0,0,0,0,
151310502#0,0.00,,,,,,,,,0,0,0,0,0,0,
151313881,30.48,14.75,15.45,0.03,0.03,0.01,0.00,1.34,6.78,0,2,2,0,0,0,
151313900#0,15.92,3.31,3.76,0.18,0.18,0.07,0.00,12.07,3.43,7,0,0,7,0,0,
151313900#1,77.00,6.11,6.50,0.11,0.11,0.05,0.00,17.84,10.88,2,0,10,12,0,0,
151313900#2,54.86,1.64,2.41,0.45,0.45,0.16,0.00,24.26,6.69,4,0,20,24,0,0,
151313900#3,213.45,7.44,8.25,0.29,0.29,0.13,0.00,64.01,8.81,2,0,24,26,0,0,
159546069#0,278.85,9.64,10.44,0.36,0.36,0.17,4.00,33.03,7.32,3,3,24,24,0,0,
159546069#1,186.26,9.22,10.08,0.27,0.27,0.13,0.00,29.01,6.73,7,0,12,19,0,0,
159546069#2,825.60,28.98,29.65,0.33,0.33,0.16,0.00,46.28,7.78,4,8,24,20,0,0,
159569197,0.00,,,,,,,,,0,0,0,0,0,0,
159587729#1,206.76,4.13,4.86,0.72,0.72,0.31,0.00,44.34,6.40,6,7,38,37,0,0,
159587729#2,490.77,7.57,8.29,0.83,0.83,0.38,0.00,67.58,7.11,6,6,54,54,0,0,
159587729#3,339.78,4.82,5.52,0.97,0.97,0.43,0.00,67.58,6.65,9,5,54,58,0,0,
159587729#4,447.48,3.82,4.56,1.64,1.64,0.70,6.00,93.56,6.54,4,2,95,97,0,0,
159587729#6,628.49,3.28,4.04,2.72,2.72,1.13,6.00,142.34,6.44,7,2,150,155,0,0,
159587729#7,228.17,0.64,1.40,6.29,6.29,1.24,1.00,66.12,5.91,1,3,162,160,0,0,
159587729#8,543.42,2.39,3.12,3.37,3.37,1.31,13.00,132.47,6.31,6,4,170,172,0,0,
159587729#9,894.53,3.68,4.38,3.21,3.21,1.36,0.00,150.54,6.94,7,8,199,198,0,0,
159589367,9.45,0.44,1.05,0.24,0.24,0.05,0.00,1.75,8.10,0,6,10,4,0,0,
160671720#1,832.16,7.44,8.28,1.37,1.37,0.63,6.00,90.07,7.25,3,10,98,91,0,0,
160671720#2,189.10,2.10,2.92,1.36,1.36,0.51,0.00,37.56,6.05,6,4,61,63,0,0,
160671720#3,126.80,11.02,11.63,0.13,0.13,0.06,0.00,3.68,8.13,0,8,11,3,0,0,
160671720#4,15.00,4.69,5.28,0.03,0.03,0.02,0.00,0.06,8.50,0,3,3,0,0,0,
160825003,0.00,,,,,,,,,0,0,0,0,0,0,
160833412,1614.06,26.57,28.45,1.16,1.16,0.56,564.00,714.46,4.63,5,4,52,53,0,0,
160839830,0.00,,,,,,,,,0,0,0,0,0,0,
160839836,58.49,6.85,7.45,0.10,0.10,0.04,0.00,1.93,8.10,0,8,8,0,0,0,
160839871#0,19.64,5.41,5.84,0.07,0.07,0.03,0.00,11.62,5.50,4,0,0,4,0,0,
160839871#1,34.05,5.47,5.84,0.06,0.06,0.03,0.00,8.99,10.01,2,0,4,6,0,0,
160839871#2,60.05,1.08,1.71,0.71,0.71,0.23,0.00,27.08,7.44,7,7,31,31,0,0,
160839871#3,320.39,9.39,9.77,0.26,0.26,0.12,0.00,38.24,11.95,2,8,31,25,0,0,
160954793,24.65,4.43,5.02,0.06,0.06,0.03,0.00,0.48,8.39,0,5,5,0,0,0,
160954800,13.45,4.33,4.75,0.03,0.03,0.01,0.00,2.42,11.33,0,3,3,0,0,0,
161254537,52.56,1.35,2.30,23.89,23.89,0.37,24.69,42.39,2.26,4,0,19,23,0,0,
161254538,39.42,6.26,6.88,0.07,0.07,0.03,0.00,2.39,7.87,0,6,6,0,0,0,
161254539,69.31,2.62,3.30,0.34,0.34,0.14,0.00,10.43,7.06,0,3,21,18,0,0,
161292901#0,81.05,2.34,2.99,0.54,0.54,0.21,0.00,42.45,6.26,3,7,25,21,0,0,
161382758,19.48,6.40,7.03,0.04,0.04,0.02,0.00,0.58,7.83,0,3,3,0,0,0,
161387380,64.19,6.79,7.17,0.08,0.08,0.03,0.00,10.57,11.48,0,9,9,0,0,0,
161466421#0,530.99,3.67,4.37,1.63,1.63,0.69,4.00,197.22,7.90,1,6,121,116,0,0,
161479319#0,105.56,11.41,11.79,0.07,0.07,0.03,0.00,11.46,12.16,0,7,9,2,0,0,
161479319#1,32.07,15.83,16.21,0.01,0.01,0.01,0.00,0.00,13.30,0,2,2,0,0,0,
161566738#0,12.67,0.35,0.95,0.43,0.43,0.08,0.00,3.84,8.06,0,5,14,9,0,0,
161566738#1,10.15,3.02,3.40,0.03,0.03,0.01,0.00,2.38,10.92,0,3,3,0,0,0,
161566739,12.08,1.72,2.12,0.05,0.05,0.02,0.00,2.01,11.93,0,6,6,0,0,0,
161566740,19.64,0.69,1.45,0.45,0.45,0.10,0.00,5.85,6.21,0,2,14,12,0,0,
161566741#0,9.52,3.67,4.00,0.11,0.11,0.04,0.00,5.47,3.15,4,0,0,4,0,0,
161566741#1,10.11,1.38,1.98,0.09,0.09,0.03,0.00,4.60,7.75,0,6,6,0,0,0,
161591552,15.86,0.19,0.96,1.20,1.20,0.12,0.00,2.73,6.44,0,9,19,10,0,0,
161591556#0,10.75,,3.93,0.24,0.24,0.07,1.00,7.55,2.32,5,0,0,5,0,0,
161591556#1,3.56,0.36,0.96,0.11,0.11,0.02,0.00,0.27,8.14,0,5,5,0,0,0,
161591560,19.33,4.27,4.90,0.05,0.05,0.02,0.00,1.31,7.92,0,4,4,0,0,0,
167067038,161.59,1.94,2.40,0.88,0.44,0.17,0.00,54.93,9.06,6,5,63,64,47,47,
172189227,340.35,57.95,59.33,0.28,0.28,0.14,248.00,293.76,1.96,6,0,0,6,0,0,
176934263,59.94,8.70,9.57,0.13,0.13,0.06,1.00,35.11,5.08,7,0,0,7,0,0,
177698002,29.37,14.45,15.24,0.02,0.01,0.00,0.00,8.44,9.12,2,0,0,2,0,0,
179316533#1,435.19,4.47,5.31,1.26,1.26,0.56,42.00,212.58,6.86,6,3,77,80,0,0,
184708616#0,1085.32,3.88,4.67,2.27,2.27,0.98,0.00,269.89,10.40,4,4,229,229,0,0,
184708616#1,445.19,1.26,1.92,5.12,5.12,1.64,4.00,228.95,6.72,5,8,229,226,0,0,
186071742#0,12.79,4.91,5.56,0.07,0.07,0.03,0.00,6.55,3.94,3,0,0,3,0,0,
186071742#1,6.68,1.20,1.81,0.06,0.06,0.02,0.00,0.12,8.28,0,4,4,0,0,0,
186533894#0,124.33,11.10,11.47,0.09,0.09,0.04,0.00,17.50,11.84,4,2,7,9,0,0,
186533894#1,111.87,7.61,8.22,0.13,0.13,0.06,0.00,26.15,9.99,5,5,9,9,0,0,
186533899,13.41,3.10,3.53,0.04,0.04,0.02,0.00,2.78,10.88,0,4,4,0,0,0,
186533901#1,58.07,6.03,6.64,0.11,0.11,0.05,0.00,2.37,8.24,0,9,9,0,0,0,
186533906,41.00,7.13,7.71,0.09,0.09,0.04,0.00,11.93,5.85,6,0,0,6,0,0,
186543382,47.57,7.38,8.00,0.07,0.07,0.03,0.00,2.12,8.02,0,6,6,0,0,0,
186543389,56.04,6.66,7.05,0.07,0.07,0.03,0.00,7.10,11.69,0,8,8,0,0,0,
186543837,55.47,4.01,4.68,0.15,0.15,0.06,0.00,18.29,8.43,0,3,12,9,0,0,
186543838#0,17.62,3.76,4.23,0.21,0.21,0.08,0.00,11.77,2.98,7,0,0,7,0,0,
186543838#1,4.58,0.78,1.30,0.06,0.06,0.02,0.00,1.71,9.06,0,4,4,0,0,0,
188000581#1,160.93,12.75,13.47,0.15,0.15,0.07,0.00,9.65,7.79,0,4,12,8,0,0,
188000586,119.76,1.24,2.09,1.89,1.89,0.59,13.00,57.31,5.16,8,5,54,57,0,0,
188153281,27.69,5.18,5.54,0.04,0.04,0.02,0.00,4.47,11.69,0,5,5,0,0,0,
188153293,11.62,5.58,5.96,0.02,0.02,0.01,0.00,2.03,11.26,0,2,2,0,0,0,
188153325#0,78.99,15.92,16.54,0.07,0.07,0.03,0.00,12.32,6.86,5,0,0,5,0,0,
188153325#10,4449.36,17.90,18.71,2.92,2.92,1.40,0.00,308.31,7.67,4,6,234,232,0,0,
188153325#2,502.78,13.41,14.09,0.44,0.44,0.21,0.00,30.15,7.74,5,5,31,31,0,0,
188153325#3,83.11,1.79,2.51,0.70,0.70,0.26,0.00,19.64,6.28,4,4,31,31,0,0,
188153325#4,303.66,5.40,6.14,0.68,0.68,0.30,0.00,34.77,7.43,3,6,47,44,0,0,
188153325#5,60.45,0.49,1.29,1.71,1.71,0.34,0.00,14.47,6.39,5,3,44,46,0,0,
188153325#6,467.99,4.91,5.61,1.21,1.21,0.53,0.00,65.81,7.17,2,6,82,78,0,0,
188153325#7,309.28,2.80,3.52,1.52,1.52,0.62,1.00,62.47,6.66,4,4,85,85,0,0,
188153325#8,713.02,3.43,4.05,2.47,2.47,1.03,0.00,53.63,7.72,5,2,172,175,0,0,
188153340#1,739.96,4.18,4.63,1.30,1.30,0.59,0.00,80.99,12.22,1,5,159,155,0,0,
188153340#2,210.54,0.58,1.32,5.42,5.42,1.11,0.00,52.54,6.47,3,2,158,159,0,0,
192348885,8948.31,8.16,8.53,7.42,3.71,1.77,0.00,296.66,13.43,8,5,1041,1044,188,188,
192348887#0,1183.72,3.72,4.40,3.67,3.67,1.59,20.00,504.69,7.81,5,4,265,266,0,0,
195917524,175.97,5.43,5.91,0.25,0.08,0.04,0.00,21.71,11.74,0,10,30,20,14,14,
195998279,51.19,3.15,3.98,0.13,0.13,0.05,0.00,12.09,10.41,0,6,13,7,0,0,
196002127,437.00,3.38,3.76,0.90,0.90,0.41,0.00,24.27,13.10,5,6,112,111,0,0,
196190028,342.20,1.32,1.71,2.01,1.00,0.39,0.00,45.45,11.97,5,1,201,205,85,85,
196190029,2968.46,1.19,1.82,25.08,12.54,4.41,20.00,765.67,8.64,2,1,1649,1650,165,165,
196190031,1474.34,0.16,0.93,285.71,142.86,6.44,201.00,828.26,5.57,7,4,1593,1596,59,59,
196190033,641.94,1.09,1.52,4.94,2.47,0.89,0.00,128.25,11.04,6,5,438,439,252,252,
196190040#1,6412.36,13.54,13.92,3.29,1.64,0.80,0.00,381.06,13.10,6,5,455,456,139,139,
196190040#2,795.03,1.36,1.73,4.03,2.02,0.79,0.00,38.92,13.24,4,4,456,456,11,11,
196190040#3,3274.47,6.75,7.14,3.32,1.66,0.78,0.00,139.74,13.28,3,4,456,455,19,19,
196190044#0,38.61,5.95,6.60,0.13,0.13,0.06,0.00,14.97,4.70,7,0,0,7,0,0,
196190044#1,133.13,3.90,4.64,0.53,0.53,0.23,0.00,34.45,5.97,7,0,23,30,0,0,
196190044#2,169.45,4.37,5.08,0.55,0.55,0.24,0.00,32.89,6.51,4,0,30,34,0,0,
196190044#3,258.48,4.38,5.01,0.70,0.70,0.30,0.00,13.92,7.73,3,0,49,52,0,0,
196190044#5,527.30,9.25,9.96,0.69,0.69,0.32,0.00,44.10,7.50,1,0,52,53,0,0,
196190044#6,765.23,12.13,13.04,0.80,0.80,0.38,18.00,94.42,7.09,6,0,53,59,0,0,
196190046#0,1205.64,0.03,0.80,285.71,142.86,5.27,33.00,429.70,6.53,5,4,1575,1576,19,19,
196190046#1,1282.03,0.12,0.94,153.35,76.68,5.08,61.00,531.89,6.15,2,5,1407,1404,17,17,
196190051#1,54.86,7.47,8.08,0.08,0.08,0.04,0.00,0.09,8.19,0,7,7,0,0,0,
196190052,181.47,0.03,0.68,82.49,41.24,0.80,3.00,75.11,7.62,6,8,267,265,4,4,
196190054,1973.33,0.56,1.25,45.07,22.54,5.03,54.00,833.28,7.19,4,7,1590,1586,79,79,
196190056,862.92,1.45,1.95,5.28,2.64,0.99,3.00,171.42,10.17,5,3,443,445,29,29,
196190057,235.79,0.54,0.98,3.28,1.64,0.48,0.00,33.43,11.80,9,6,238,241,32,32,
196190059#0,50.12,8.67,9.03,0.07,0.07,0.04,0.00,22.06,7.53,6,0,0,6,0,0,
196190059#1,50.83,2.13,2.72,0.37,0.37,0.15,0.00,27.03,6.41,8,0,13,21,0,0,
196190059#10,1569.17,6.58,6.95,1.64,1.64,0.78,0.00,66.22,13.21,6,4,220,222,0,0,
196190059#11,730.36,2.84,3.21,1.80,1.80,0.80,0.00,40.30,13.04,6,7,222,221,0,0,
196190059#12,1490.94,5.73,6.61,2.46,2.46,1.12,52.00,405.11,9.08,5,1,221,225,0,0,
196190059#2,88.14,2.29,2.78,0.46,0.46,0.19,0.00,35.88,8.14,10,0,24,34,0,0,
196190059#3,297.12,6.47,6.86,0.37,0.37,0.18,0.00,51.28,11.27,10,0,34,44,0,0,
196190059#4,450.84,2.71,3.16,1.45,1.45,0.61,0.00,96.23,10.49,2,5,141,138,0,0,
196190059#5,495.47,2.02,2.43,2.13,2.13,0.86,0.00,109.35,10.74,1,6,203,198,0,0,
196190059#8,445.10,1.67,2.05,1.92,1.92,0.78,0.00,35.25,12.71,7,2,211,216,0,0,
196190059#9,304.70,0.99,1.38,2.24,2.24,0.81,0.00,26.71,12.60,7,3,216,220,0,0,
202359955,32.08,4.92,5.52,0.07,0.07,0.03,0.00,1.13,8.35,0,6,6,0,0,0,
202360239#0,0.00,,,,,,,,,0,0,0,0,0,0,
202360239#1,0.00,,,,,,,,,0,0,0,0,0,0,
202360239#2,0.00,,,,,,,,,0,0,0,0,0,0,
202360239#3,0.00,,,,,,,,,0,0,0,0,0,0,
202855533#0,86.57,0.46,0.98,1.53,1.53,0.39,0.00,13.58,10.36,2,12,89,79,0,0,
202855533#1,65.50,0.19,0.80,3.29,3.29,0.47,0.00,12.47,8.52,4,2,79,81,0,0,
202855820,703.46,1.77,2.19,3.45,3.45,1.35,0.00,155.30,10.75,2,6,320,316,0,0,
202855821#0,1240.74,3.25,3.63,2.77,2.77,1.24,0.00,107.53,12.56,5,2,337,340,0,0,
202855821#1,350.48,0.63,1.03,3.99,3.99,1.24,0.00,27.74,12.67,4,8,340,336,0,0,
202855821#10,2637.54,12.62,13.13,1.48,1.48,0.71,0.00,162.48,12.73,4,4,197,197,0,0,
202855821#11,984.15,5.24,5.88,1.43,1.43,0.65,0.00,169.54,11.51,7,3,161,165,0,0,
202855821#12,440.07,1.91,2.61,3.48,3.48,1.31,14.00,233.23,6.31,5,2,165,168,0,0,
202855821#2,1546.81,4.21,4.59,2.59,2.59,1.18,0.00,93.44,12.92,1,5,336,332,0,0,
202855821#3,3246.87,9.23,9.61,2.48,2.48,1.19,0.00,194.22,12.93,6,1,332,337,0,0,
202855821#4,2493.58,6.91,7.30,2.54,2.54,1.20,0.00,151.73,12.90,5,2,337,340,0,0,
202855821#5,4434.09,12.11,12.79,2.70,2.70,1.30,5.00,481.15,12.06,7,3,340,344,0,0,
202855821#6,313.02,1.09,1.49,2.17,2.17,0.79,0.00,36.70,12.17,4,6,208,206,0,0,
202855821#7,1227.83,5.38,5.83,1.64,1.64,0.76,6.00,108.45,12.55,5,5,206,206,0,0,
